"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FNK","First Trust Mid Cap Value AlphaDEX Fund","34.5","$55.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fnk",
"FAD","First Trust Multi Cap Growth AlphaDEX Fund","75.515","$185.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fad",
"FAB","First Trust Multi Cap Value AlphaDEX Fund","55.275","$85.68M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fab",
"MDIV","First Trust Multi-Asset Diversified Income Index Fund","18.22","$724.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mdiv",
"MCEF","First Trust Municipal CEF Income Opportunity ETF","19.425","$8.74M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcef",
"FMHI","First Trust Municipal High Income ETF","53.39","$88.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fmhi",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","49.6575","$141.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qaba",
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","32.9951","$67.64M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robt",
"FTXO","First Trust Nasdaq Bank ETF","26.8913","$137.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxo",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","22.805","$126.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","52.1568","$31.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","29.93","$1.13B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","21.4001","$4.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","33.195","$18.26M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","15.365","$6.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","22.6672","$9.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","24.1661","$8.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","36.9601","$35.11M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxl",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","40.97","$1.06B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","24.7783","$2.48M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","70.09","$830.57M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","56.32","$98.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","92.8","$2.64B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","28.22","$67.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/airr",
"RDVY","First Trust Rising Dividend Achievers ETF","34","$1.01B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rdvy",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","52.6","$26.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","57.84","$245.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","60.3722","$72.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","59.475","$38.66M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rfeu",
"FID","First Trust S&P International Dividend Aristocrats ETF","17.685","$17.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fid",
"FTSL","First Trust Senior Loan Fund ETF","47.46","$1.63B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","62.07","$558.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","45.4","$233.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","21.305","$7.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","35.68","$62.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","21.06","$8.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","19.885","$2.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","32.38","$205.61M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","50.22","$87.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","51.18","$140.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","52.71","$1.19B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","34.765","$17.38M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","38.32","$11.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","23.2585","$5.81M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","24.4","$173.43M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","10.77","$67.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fusb",
"MYFW","First Western Financial, Inc.","16.87","$134.73M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/myfw",
"FCFS","FirstCash, Inc.","80.52","$3.44B","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/fcfs",
"SVVC","Firsthand Technology Value Fund, Inc.","5.745","$41.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","90.85","$3.57B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","114.42","$77.79B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","116.02","$6.46B","2012","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","4","$147.13M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","4.8601","$24.7M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","66.9","$4.09B","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","11.36","$5.77B","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/flex",
"FLXN","Flexion Therapeutics, Inc.","18.25","$696.69M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","52.495","$104.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","58.165","$17.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","23.58","$42.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","29.9829","$11.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","103.3066","$92.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","73.8221","$38.76M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","35.2698","$51.14M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","1.81","$31.98M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/fpay",
"FPAYW","FlexShopper, Inc.","0.8968","n/a","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/fpayw",
"FLXS","Flexsteel Industries, Inc.","18.62","$147.88M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","52.1","$6.99B","1993","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/flir",
"FLNT","Fluent, Inc.","1.68","$128.97M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","2.39","$166.26M","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","20.79","$585.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffic",
"FNCB","FNCB Bancorp Inc.","7.93","$159.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fncb",
"FOMX","Foamix Pharmaceuticals Ltd.","3.08","$188.66M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/fomx",
"FOCS","Focus Financial Partners Inc.","27.29","$1.9B","2018","Finance","Investment Managers","https://old.nasdaq.com/symbol/focs",
"FONR","Fonar Corporation","19.65","$129.2M","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/fonr",
"FSCT","ForeScout Technologies, Inc.","35.43","$1.67B","2017","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","1.1","$34.02M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","22.5","$1.7B","2003","Technology","Semiconductors","https://old.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","70.1","$1.07B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","39.61","$737.62M","1996","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","11.01","$710.83M","2016","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","103.8","$17.75B","2009","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","1.98","$136.7M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","20","$20M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fbiop",
"FTSV","Forty Seven, Inc.","13.27","$560.19M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ftsv",
"FMCI","Forum Merger II Corporation","10.23","$262.45M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmci",
"FMCIU","Forum Merger II Corporation","10.71","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciu",
"FMCIW","Forum Merger II Corporation","0.55","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/fmciw",
"FWRD","Forward Air Corporation","68.16","$1.92B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.01","$9.63M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","0.84","$39.93M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","7.14","$360.69M","1993","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/fosl",
"FOX","Fox Corporation","34.35","$21.32B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fox",
"FOXA","Fox Corporation","35.19","$21.84B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/foxa",
"FOXF","Fox Factory Holding Corp.","64.15","$2.47B","2013","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","15.12","$46.21M","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/fran",
"FRG","Franchise Group, Inc.","14","$226.96M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/frg",
"FELE","Franklin Electric Co., Inc.","54.03","$2.5B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/fele",
"FRAF","Franklin Financial Services Corporation","36.15","$157.08M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fraf",
"FRHC","Freedom Holding Corp.","14.31","$831.31M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/frhc",
"RAIL","Freightcar America, Inc.","1.88","$23.85M","2005","Capital Goods","Railroads","https://old.nasdaq.com/symbol/rail",
"FEIM","Frequency Electronics, Inc.","9.9822","$90.25M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/feim",
"FREQ","Frequency Therapeutics, Inc.","15.74","$479.35M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/freq",
"FRPT","Freshpet, Inc.","52.43","$1.89B","2014","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/frpt",
"FTDR","frontdoor, inc.","44.85","$3.8B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/ftdr",
"FTEO","FRONTEO, Inc.","6.93","$132.19M","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/fteo",
"FTR","Frontier Communications Corporation","0.6464","$68.11M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ftr",
"FRPH","FRP Holdings, Inc.","49.5","$488.24M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/frph",
"FSBW","FS Bancorp, Inc.","59.8","$266.28M","2012","Finance","Banks","https://old.nasdaq.com/symbol/fsbw",
"FSBC","FSB Bancorp, Inc.","16.8357","$32.67M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsbc",
"FTEK","Fuel Tech, Inc.","0.96","$23.22M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ftek",
"FCEL","FuelCell Energy, Inc.","0.5449","$105.5M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/fcel",
"FULC","Fulcrum Therapeutics, Inc.","12.29","$286.85M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fulc",
"FLGT","Fulgent Genetics, Inc.","11.19","$209.37M","2016","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/flgt",
"FORK","Fuling Global Inc.","2.4165","$38.17M","2015","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/fork",
"FLL","Full House Resorts, Inc.","3.59","$96.86M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/fll",
"FULT","Fulton Financial Corporation","16.87","$2.77B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fult",
"FNKO","Funko, Inc.","14.22","$702.72M","2017","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/fnko",
"FUTU","Futu Holdings Limited","10.14","$1.13B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/futu",
"FTFT","Future FinTech Group Inc.","0.5","$16.16M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ftft",
"FFHL","Fuwei Films (Holdings) Co., Ltd.","3.05","$9.96M","2006","Capital Goods","Specialty Chemicals","https://old.nasdaq.com/symbol/ffhl",
"FVCB","FVCBankcorp, Inc.","16.93","$234.9M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fvcb",
"WILC","G. Willi-Food International,  Ltd.","12.0203","$158.87M","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/wilc",
"GTHX","G1 Therapeutics, Inc.","20.93","$785.35M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gthx",
"GAIA","Gaia, Inc.","7.95","$146.16M","1999","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/gaia",
"GLPG","Galapagos NV","201.63","$13.04B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glpg",
"GALT","Galectin Therapeutics Inc.","3.2","$181.71M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/galt",
"GRTX","Galera Therapeutics, Inc.","12.02","$292.83M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grtx",
"GLMD","Galmed Pharmaceuticals Ltd.","5.7","$120.41M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/glmd",
"GMDA","Gamida Cell Ltd.","5.03","$169.35M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/gmda",
"GLPI","Gaming and Leisure Properties, Inc.","42.01","$9.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/glpi",
"GRMN","Garmin Ltd.","96.49","$18.34B","2000","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/grmn",
"GARS","Garrison Capital Inc.","6.02","$96.62M","2013","n/a","n/a","https://old.nasdaq.com/symbol/gars",
"GLIBA","GCI Liberty, Inc.","70.17","$7.41B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","26.23","$941.53M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/glibp",
"GDS","GDS Holdings Limited","46.3","$6.75B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/gds",
"GEMP","Gemphire Therapeutics Inc.","0.3502","$5.21M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gemp",
"GENC","Gencor Industries Inc.","12.24","$177.98M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/genc",
"GFN","General Finance Corporation","10.09","$308.52M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfn",
"GFNCP","General Finance Corporation","104.23","$41.7M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/gfncp",
